T/1	SERVOIX/3			SERVOSPEED/3			
3219	2	0	0	0.00	0.00	0.50	
3220	2	0	0	0.00	0.00	0.50	
3221	2	0	0	0.00	0.00	0.50	
3222	2	0	0	0.00	0.00	0.75	
3223	2	0	0	0.00	0.00	0.75	
3224	2	0	0	0.00	0.00	0.75	
3225	2	0	0	0.00	0.00	0.75	
3226	2	0	0	0.00	0.00	0.75	
3227	2	0	0	0.00	0.00	0.75	
3228	2	0	0	0.00	0.00	0.75	
3229	2	0	0	0.00	0.00	0.75	
3230	2	0	0	0.00	0.00	0.75	
3231	2	0	0	0.00	0.00	0.75	
3232	2	0	0	0.00	0.00	1.00	
3233	2	0	0	0.00	0.00	1.00	
3234	2	0	0	0.00	0.00	1.00	
3235	2	0	0	0.00	0.00	1.00	
3236	2	0	0	0.00	0.00	1.00	
3237	2	0	0	0.00	0.00	1.00	
3238	2	0	0	0.00	0.00	1.00	
3239	2	0	0	0.00	0.00	1.00	
3240	2	0	0	0.00	0.00	1.00	
3241	2	0	0	0.00	0.00	1.00	
3242	2	0	0	0.25	0.00	0.00	
3243	0	0	0	0.25	0.00	0.00	
3244	0	0	0	0.25	0.00	0.00	
3245	0	0	0	0.25	0.00	0.00	
3246	0	0	0	0.25	0.00	0.00	
3247	0	0	0	0.25	0.00	0.00	
3248	0	0	0	0.25	0.00	0.00	
3249	0	0	0	0.25	0.00	0.00	
3250	0	0	0	0.25	0.00	0.00	
3251	0	0	0	0.25	0.00	0.00	
3252	0	0	0	0.50	0.00	0.00	
3253	0	0	0	0.50	0.00	0.00	
3254	0	0	0	0.50	0.00	0.00	
3255	0	0	0	0.50	0.00	0.00	
3256	0	0	0	0.50	0.00	0.00	
3257	0	0	0	0.50	0.00	0.00	
3258	0	0	0	0.50	0.00	0.00	
3259	0	0	0	0.50	0.00	0.00	
3260	0	0	0	0.50	0.00	0.00	
3261	0	0	0	0.50	0.00	0.00	
3262	0	0	0	0.75	0.00	0.00	
3263	0	0	0	0.75	0.00	0.00	
3264	0	0	0	0.75	0.00	0.00	
3265	0	0	0	0.75	0.00	0.00	
3266	0	0	0	0.75	0.00	0.00	
3267	0	0	0	0.75	0.00	0.00	
3268	0	0	0	0.75	0.00	0.00	
3269	0	0	0	0.75	0.00	0.00	
3270	0	0	0	0.75	0.00	0.00	
3271	0	0	0	0.75	0.00	0.00	
3272	0	0	0	1.00	0.00	0.00	
3273	0	0	0	1.00	0.00	0.00	
3274	0	0	0	1.00	0.00	0.00	
3275	0	0	0	1.00	0.00	0.00	
3276	0	0	0	1.00	0.00	0.00	
3277	0	0	0	1.00	0.00	0.00	
3278	0	0	0	1.00	0.00	0.00	
3279	0	0	0	1.00	0.00	0.00	
3280	0	0	0	1.00	0.00	0.00	
3281	0	0	0	1.00	0.00	0.00	
3282	0	0	0	0.00	0.25	0.00	
3283	1	0	0	0.00	0.25	0.00	
3284	1	0	0	0.00	0.25	0.00	
3285	1	0	0	0.00	0.25	0.00	
3286	1	0	0	0.00	0.25	0.00	
3287	1	0	0	0.00	0.25	0.00	
3288	1	0	0	0.00	0.25	0.00	
3289	1	0	0	0.00	0.25	0.00	
3290	1	0	0	0.00	0.25	0.00	
3291	1	0	0	0.00	0.25	0.00	
3292	1	0	0	0.00	0.50	0.00	
3293	1	0	0	0.00	0.50	0.00	
3294	1	0	0	0.00	0.50	0.00	
3295	1	0	0	0.00	0.50	0.00	
3296	1	0	0	0.00	0.50	0.00	
3297	1	0	0	0.00	0.50	0.00	
3298	1	0	0	0.00	0.50	0.00	
3299	1	0	0	0.00	0.50	0.00	
3300	1	0	0	0.00	0.50	0.00	
3301	1	0	0	0.00	0.50	0.00	
3302	1	0	0	0.00	0.75	0.00	
3303	1	0	0	0.00	0.75	0.00	
3304	1	0	0	0.00	0.75	0.00	
3305	1	0	0	0.00	0.75	0.00	
3306	1	0	0	0.00	0.75	0.00	
3307	1	0	0	0.00	0.75	0.00	
3308	1	0	0	0.00	0.75	0.00	
3309	1	0	0	0.00	0.75	0.00	
3310	1	0	0	0.00	0.75	0.00	
3311	1	0	0	0.00	0.75	0.00	
3312	1	0	0	0.00	1.00	0.00	
3313	1	0	0	0.00	1.00	0.00	
3314	1	0	0	0.00	1.00	0.00	
3315	1	0	0	0.00	1.00	0.00	
3316	1	0	0	0.00	1.00	0.00	
3317	1	0	0	0.00	1.00	0.00	
3318	1	0	0	0.00	1.00	0.00	
3319	1	0	0	0.00	1.00	0.00	
3320	1	0	0	0.00	1.00	0.00	
3321	1	0	0	0.00	1.00	0.00	
3322	1	0	0	0.00	0.00	0.25	
3323	2	0	0	0.00	0.00	0.25	
3324	2	0	0	0.00	0.00	0.25	
3325	2	0	0	0.00	0.00	0.25	
3326	2	0	0	0.00	0.00	0.25	
3327	2	0	0	0.00	0.00	0.25	
3328	2	0	0	0.00	0.00	0.25	
3329	2	0	0	0.00	0.00	0.25	
3330	2	0	0	0.00	0.00	0.25	
3331	2	0	0	0.00	0.00	0.25	
3332	2	0	0	0.00	0.00	0.50	
3333	2	0	0	0.00	0.00	0.50	
3334	2	0	0	0.00	0.00	0.50	
3335	2	0	0	0.00	0.00	0.50	
3336	2	0	0	0.00	0.00	0.50	
3337	2	0	0	0.00	0.00	0.50	
3338	2	0	0	0.00	0.00	0.50	
3339	2	0	0	0.00	0.00	0.50	
3340	2	0	0	0.00	0.00	0.50	
3341	2	0	0	0.00	0.00	0.50	
3342	2	0	0	0.00	0.00	0.75	
3343	2	0	0	0.00	0.00	0.75	
3344	2	0	0	0.00	0.00	0.75	
3345	2	0	0	0.00	0.00	0.75	
3346	2	0	0	0.00	0.00	0.75	
3347	2	0	0	0.00	0.00	0.75	
3348	2	0	0	0.00	0.00	0.75	
3349	2	0	0	0.00	0.00	0.75	
3350	2	0	0	0.00	0.00	0.75	
3351	2	0	0	0.00	0.00	0.75	
3352	2	0	0	0.00	0.00	1.00	
3353	2	0	0	0.00	0.00	1.00	
3354	2	0	0	0.00	0.00	1.00	
3355	2	0	0	0.00	0.00	1.00	
3356	2	0	0	0.00	0.00	1.00	
3357	2	0	0	0.00	0.00	1.00	
3358	2	0	0	0.00	0.00	1.00	
3359	2	0	0	0.00	0.00	1.00	
3360	2	0	0	0.00	0.00	1.00	
3361	2	0	0	0.00	0.00	1.00	
3362	2	0	0	0.25	0.00	0.00	
3363	0	0	0	0.25	0.00	0.00	
3364	0	0	0	0.25	0.00	0.00	
3365	0	0	0	0.25	0.00	0.00	
3366	0	0	0	0.25	0.00	0.00	
3367	0	0	0	0.25	0.00	0.00	
3368	0	0	0	0.25	0.00	0.00	
3369	0	0	0	0.25	0.00	0.00	
3370	0	0	0	0.25	0.00	0.00	
3371	0	0	0	0.25	0.00	0.00	
3372	0	0	0	0.50	0.00	0.00	
3373	0	0	0	0.50	0.00	0.00	
3374	0	0	0	0.50	0.00	0.00	
3375	0	0	0	0.50	0.00	0.00	
3376	0	0	0	0.50	0.00	0.00	
3377	0	0	0	0.50	0.00	0.00	
3378	0	0	0	0.50	0.00	0.00	
3379	0	0	0	0.50	0.00	0.00	
3380	0	0	0	0.50	0.00	0.00	
3381	0	0	0	0.50	0.00	0.00	
3382	0	0	0	0.75	0.00	0.00	
3383	0	0	0	0.75	0.00	0.00	
3384	0	0	0	0.75	0.00	0.00	
3385	0	0	0	0.75	0.00	0.00	
3386	0	0	0	0.75	0.00	0.00	
3387	0	0	0	0.75	0.00	0.00	
3388	0	0	0	0.75	0.00	0.00	
3389	0	0	0	0.75	0.00	0.00	
3390	0	0	0	0.75	0.00	0.00	
3391	0	0	0	0.75	0.00	0.00	
3392	0	0	0	1.00	0.00	0.00	
3393	0	0	0	1.00	0.00	0.00	
3394	0	0	0	1.00	0.00	0.00	
3395	0	0	0	1.00	0.00	0.00	
3396	0	0	0	1.00	0.00	0.00	
3397	0	0	0	1.00	0.00	0.00	
3398	0	0	0	1.00	0.00	0.00	
3399	0	0	0	1.00	0.00	0.00	
3400	0	0	0	1.00	0.00	0.00	
3401	0	0	0	1.00	0.00	0.00	
3402	0	0	0	0.00	0.25	0.00	
3403	1	0	0	0.00	0.25	0.00	
3404	1	0	0	0.00	0.25	0.00	
3405	1	0	0	0.00	0.25	0.00	
3406	1	0	0	0.00	0.25	0.00	
3407	1	0	0	0.00	0.25	0.00	
3408	1	0	0	0.00	0.25	0.00	
3409	1	0	0	0.00	0.25	0.00	
3410	1	0	0	0.00	0.25	0.00	
3411	1	0	0	0.00	0.25	0.00	
3412	1	0	0	0.00	0.50	0.00	
3413	1	0	0	0.00	0.50	0.00	
3414	1	0	0	0.00	0.50	0.00	
3415	1	0	0	0.00	0.50	0.00	
3416	1	0	0	0.00	0.50	0.00	
3417	1	0	0	0.00	0.50	0.00	
3418	1	0	0	0.00	0.50	0.00	
3419	1	0	0	0.00	0.50	0.00	
3420	1	0	0	0.00	0.50	0.00	
3421	1	0	0	0.00	0.50	0.00	
3422	1	0	0	0.00	0.75	0.00	
3423	1	0	0	0.00	0.75	0.00	
3424	1	0	0	0.00	0.75	0.00	
3425	1	0	0	0.00	0.75	0.00	
3426	1	0	0	0.00	0.75	0.00	
3427	1	0	0	0.00	0.75	0.00	
3428	1	0	0	0.00	0.75	0.00	
3429	1	0	0	0.00	0.75	0.00	
3430	1	0	0	0.00	0.75	0.00	
3431	1	0	0	0.00	0.75	0.00	
3432	1	0	0	0.00	1.00	0.00	
3433	1	0	0	0.00	1.00	0.00	
3434	1	0	0	0.00	1.00	0.00	
3435	1	0	0	0.00	1.00	0.00	
3436	1	0	0	0.00	1.00	0.00	
3437	1	0	0	0.00	1.00	0.00	
3438	1	0	0	0.00	1.00	0.00	
3439	1	0	0	0.00	1.00	0.00	
3440	1	0	0	0.00	1.00	0.00	
3441	1	0	0	0.00	1.00	0.00	
3442	1	0	0	0.00	0.00	0.25	
3443	2	0	0	0.00	0.00	0.25	
3444	2	0	0	0.00	0.00	0.25	
3445	2	0	0	0.00	0.00	0.25	
3446	2	0	0	0.00	0.00	0.25	
3447	2	0	0	0.00	0.00	0.25	
3448	2	0	0	0.00	0.00	0.25	
3449	2	0	0	0.00	0.00	0.25	
3450	2	0	0	0.00	0.00	0.25	
3451	2	0	0	0.00	0.00	0.25	
3452	2	0	0	0.00	0.00	0.50	
3453	2	0	0	0.00	0.00	0.50	
3454	2	0	0	0.00	0.00	0.50	
3455	2	0	0	0.00	0.00	0.50	
3456	2	0	0	0.00	0.00	0.50	
3457	2	0	0	0.00	0.00	0.50	
3458	2	0	0	0.00	0.00	0.50	
3459	2	0	0	0.00	0.00	0.50	
3460	2	0	0	0.00	0.00	0.50	
3461	2	0	0	0.00	0.00	0.50	
3462	2	0	0	0.00	0.00	0.75	
3463	2	0	0	0.00	0.00	0.75	
3464	2	0	0	0.00	0.00	0.75	
3465	2	0	0	0.00	0.00	0.75	
3466	2	0	0	0.00	0.00	0.75	
3467	2	0	0	0.00	0.00	0.75	
3468	2	0	0	0.00	0.00	0.75	
3469	2	0	0	0.00	0.00	0.75	
3470	2	0	0	0.00	0.00	0.75	
3471	2	0	0	0.00	0.00	0.75	
3472	2	0	0	0.00	0.00	1.00	
3473	2	0	0	0.00	0.00	1.00	
3474	2	0	0	0.00	0.00	1.00	
3475	2	0	0	0.00	0.00	1.00	
3476	2	0	0	0.00	0.00	1.00	
3477	2	0	0	0.00	0.00	1.00	
3478	2	0	0	0.00	0.00	1.00	
3479	2	0	0	0.00	0.00	1.00	
3480	2	0	0	0.00	0.00	1.00	
3481	2	0	0	0.00	0.00	1.00	
3482	2	0	0	0.25	0.00	0.00	
3483	0	0	0	0.25	0.00	0.00	
3484	0	0	0	0.25	0.00	0.00	
3485	0	0	0	0.25	0.00	0.00	
3486	0	0	0	0.25	0.00	0.00	
3487	0	0	0	0.25	0.00	0.00	
3488	0	0	0	0.25	0.00	0.00	
3489	0	0	0	0.25	0.00	0.00	
3490	0	0	0	0.25	0.00	0.00	
3491	0	0	0	0.25	0.00	0.00	
3492	0	0	0	0.50	0.00	0.00	
3493	0	0	0	0.50	0.00	0.00	
3494	0	0	0	0.50	0.00	0.00	
3495	0	0	0	0.50	0.00	0.00	
3496	0	0	0	0.50	0.00	0.00	
3497	0	0	0	0.50	0.00	0.00	
3498	0	0	0	0.50	0.00	0.00	
3499	0	0	0	0.50	0.00	0.00	
3500	0	0	0	0.50	0.00	0.00	
3501	0	0	0	0.50	0.00	0.00	
3502	0	0	0	0.75	0.00	0.00	
3503	0	0	0	0.75	0.00	0.00	
3504	0	0	0	0.75	0.00	0.00	
3505	0	0	0	0.75	0.00	0.00	
3506	0	0	0	0.75	0.00	0.00	
3507	0	0	0	0.75	0.00	0.00	
3508	0	0	0	0.75	0.00	0.00	
3509	0	0	0	0.75	0.00	0.00	
3510	0	0	0	0.75	0.00	0.00	
3511	0	0	0	0.75	0.00	0.00	
3512	0	0	0	1.00	0.00	0.00	
3513	0	0	0	1.00	0.00	0.00	
3514	0	0	0	1.00	0.00	0.00	
3515	0	0	0	1.00	0.00	0.00	
3516	0	0	0	1.00	0.00	0.00	
3517	0	0	0	1.00	0.00	0.00	
3518	0	0	0	1.00	0.00	0.00	
3519	0	0	0	1.00	0.00	0.00	
3520	0	0	0	1.00	0.00	0.00	
3521	0	0	0	1.00	0.00	0.00	
3522	0	0	0	0.00	0.25	0.00	
3523	1	0	0	0.00	0.25	0.00	
3524	1	0	0	0.00	0.25	0.00	
3525	1	0	0	0.00	0.25	0.00	
3526	1	0	0	0.00	0.25	0.00	
3527	1	0	0	0.00	0.25	0.00	
3528	1	0	0	0.00	0.25	0.00	
3529	1	0	0	0.00	0.25	0.00	
3530	1	0	0	0.00	0.25	0.00	
3531	1	0	0	0.00	0.25	0.00	
3532	1	0	0	0.00	0.50	0.00	
3533	1	0	0	0.00	0.50	0.00	
3534	1	0	0	0.00	0.50	0.00	
3535	1	0	0	0.00	0.50	0.00	
3536	1	0	0	0.00	0.50	0.00	
3537	1	0	0	0.00	0.50	0.00	
3538	1	0	0	0.00	0.50	0.00	
3539	1	0	0	0.00	0.50	0.00	
3540	1	0	0	0.00	0.50	0.00	
3541	1	0	0	0.00	0.50	0.00	
3542	1	0	0	0.00	0.75	0.00	
3543	1	0	0	0.00	0.75	0.00	
3544	1	0	0	0.00	0.75	0.00	
3545	1	0	0	0.00	0.75	0.00	
3546	1	0	0	0.00	0.75	0.00	
3547	1	0	0	0.00	0.75	0.00	
3548	1	0	0	0.00	0.75	0.00	
3549	1	0	0	0.00	0.75	0.00	
3550	1	0	0	0.00	0.75	0.00	
3551	1	0	0	0.00	0.75	0.00	
3552	1	0	0	0.00	1.00	0.00	
3553	1	0	0	0.00	1.00	0.00	
3554	1	0	0	0.00	1.00	0.00	
3555	1	0	0	0.00	1.00	0.00	
3556	1	0	0	0.00	1.00	0.00	
3557	1	0	0	0.00	1.00	0.00	
3558	1	0	0	0.00	1.00	0.00	
3559	1	0	0	0.00	1.00	0.00	
3560	1	0	0	0.00	1.00	0.00	
3561	1	0	0	0.00	1.00	0.00	
3562	1	0	0	0.00	0.00	0.25	
3563	2	0	0	0.00	0.00	0.25	
3564	2	0	0	0.00	0.00	0.25	
3565	2	0	0	0.00	0.00	0.25	
3566	2	0	0	0.00	0.00	0.25	
3567	2	0	0	0.00	0.00	0.25	
3568	2	0	0	0.00	0.00	0.25	
3569	2	0	0	0.00	0.00	0.25	
3570	2	0	0	0.00	0.00	0.25	
3571	2	0	0	0.00	0.00	0.25	
3572	2	0	0	0.00	0.00	0.50	
3573	2	0	0	0.00	0.00	0.50	
3574	2	0	0	0.00	0.00	0.50	
3575	2	0	0	0.00	0.00	0.50	
3576	2	0	0	0.00	0.00	0.50	
3577	2	0	0	0.00	0.00	0.50	
3578	2	0	0	0.00	0.00	0.50	
3579	2	0	0	0.00	0.00	0.50	
3580	2	0	0	0.00	0.00	0.50	
3581	2	0	0	0.00	0.00	0.50	
3582	2	0	0	0.00	0.00	0.75	
3583	2	0	0	0.00	0.00	0.75	
3584	2	0	0	0.00	0.00	0.75	
3585	2	0	0	0.00	0.00	0.75	
3586	2	0	0	0.00	0.00	0.75	
3587	2	0	0	0.00	0.00	0.75	
3588	2	0	0	0.00	0.00	0.75	
3589	2	0	0	0.00	0.00	0.75	
3590	2	0	0	0.00	0.00	0.75	
3591	2	0	0	0.00	0.00	0.75	
3592	2	0	0	0.00	0.00	1.00	
3593	2	0	0	0.00	0.00	1.00	
3594	2	0	0	0.00	0.00	1.00	
3595	2	0	0	0.00	0.00	1.00	
3596	2	0	0	0.00	0.00	1.00	
3597	2	0	0	0.00	0.00	1.00	
3598	2	0	0	0.00	0.00	1.00	
3599	2	0	0	0.00	0.00	1.00	
3600	2	0	0	0.00	0.00	1.00	
3601	2	0	0	0.00	0.00	1.00	
3602	2	0	0	0.25	0.00	0.00	
3603	0	0	0	0.25	0.00	0.00	
3604	0	0	0	0.25	0.00	0.00	
3605	0	0	0	0.25	0.00	0.00	
3606	0	0	0	0.25	0.00	0.00	
3607	0	0	0	0.25	0.00	0.00	
3608	0	0	0	0.25	0.00	0.00	
3609	0	0	0	0.25	0.00	0.00	
3610	0	0	0	0.25	0.00	0.00	
3611	0	0	0	0.25	0.00	0.00	
3612	0	0	0	0.50	0.00	0.00	
3613	0	0	0	0.50	0.00	0.00	
3614	0	0	0	0.50	0.00	0.00	
3615	0	0	0	0.50	0.00	0.00	
3616	0	0	0	0.50	0.00	0.00	
3617	0	0	0	0.50	0.00	0.00	
3618	0	0	0	0.50	0.00	0.00	
3619	0	0	0	0.50	0.00	0.00	
3620	0	0	0	0.50	0.00	0.00	
3621	0	0	0	0.50	0.00	0.00	
3622	0	0	0	0.75	0.00	0.00	
3623	0	0	0	0.75	0.00	0.00	
3624	0	0	0	0.75	0.00	0.00	
3625	0	0	0	0.75	0.00	0.00	
3626	0	0	0	0.75	0.00	0.00	
3627	0	0	0	0.75	0.00	0.00	
3628	0	0	0	0.75	0.00	0.00	
3629	0	0	0	0.75	0.00	0.00	
3630	0	0	0	0.75	0.00	0.00	
3631	0	0	0	0.75	0.00	0.00	
3632	0	0	0	1.00	0.00	0.00	
3633	0	0	0	1.00	0.00	0.00	
3634	0	0	0	1.00	0.00	0.00	
3635	0	0	0	1.00	0.00	0.00	
3636	0	0	0	1.00	0.00	0.00	
3637	0	0	0	1.00	0.00	0.00	
3638	0	0	0	1.00	0.00	0.00	
3639	0	0	0	1.00	0.00	0.00	
3640	0	0	0	1.00	0.00	0.00	
3641	0	0	0	1.00	0.00	0.00	
3642	0	0	0	0.00	0.25	0.00	
3643	1	0	0	0.00	0.25	0.00	
3644	1	0	0	0.00	0.25	0.00	
3645	1	0	0	0.00	0.25	0.00	
3646	1	0	0	0.00	0.25	0.00	
3647	1	0	0	0.00	0.25	0.00	
3648	1	0	0	0.00	0.25	0.00	
3649	1	0	0	0.00	0.25	0.00	
3650	1	0	0	0.00	0.25	0.00	
3651	1	0	0	0.00	0.25	0.00	
3652	1	0	0	0.00	0.50	0.00	
3653	1	0	0	0.00	0.50	0.00	
3654	1	0	0	0.00	0.50	0.00	
3655	1	0	0	0.00	0.50	0.00	
3656	1	0	0	0.00	0.50	0.00	
3657	1	0	0	0.00	0.50	0.00	
3658	1	0	0	0.00	0.50	0.00	
3659	1	0	0	0.00	0.50	0.00	
3660	1	0	0	0.00	0.50	0.00	
3661	1	0	0	0.00	0.50	0.00	
3662	1	0	0	0.00	0.75	0.00	
3663	1	0	0	0.00	0.75	0.00	
3664	1	0	0	0.00	0.75	0.00	
3665	1	0	0	0.00	0.75	0.00	
3666	1	0	0	0.00	0.75	0.00	
3667	1	0	0	0.00	0.75	0.00	
3668	1	0	0	0.00	0.75	0.00	
3669	1	0	0	0.00	0.75	0.00	
3670	1	0	0	0.00	0.75	0.00	
3671	1	0	0	0.00	0.75	0.00	
3672	1	0	0	0.00	1.00	0.00	
3673	1	0	0	0.00	1.00	0.00	
3674	1	0	0	0.00	1.00	0.00	
3675	1	0	0	0.00	1.00	0.00	
3676	1	0	0	0.00	1.00	0.00	
3677	1	0	0	0.00	1.00	0.00	
3678	1	0	0	0.00	1.00	0.00	
3679	1	0	0	0.00	1.00	0.00	
3680	1	0	0	0.00	1.00	0.00	
3681	1	0	0	0.00	1.00	0.00	
3682	1	0	0	0.00	0.00	0.25	
3683	2	0	0	0.00	0.00	0.25	
3684	2	0	0	0.00	0.00	0.25	
3685	2	0	0	0.00	0.00	0.25	
3686	2	0	0	0.00	0.00	0.25	
3687	2	0	0	0.00	0.00	0.25	
3688	2	0	0	0.00	0.00	0.25	
3689	2	0	0	0.00	0.00	0.25	
3690	2	0	0	0.00	0.00	0.25	
3691	2	0	0	0.00	0.00	0.25	
3692	2	0	0	0.00	0.00	0.50	
3693	2	0	0	0.00	0.00	0.50	
3694	2	0	0	0.00	0.00	0.50	
3695	2	0	0	0.00	0.00	0.50	
3696	2	0	0	0.00	0.00	0.50	
3697	2	0	0	0.00	0.00	0.50	
3698	2	0	0	0.00	0.00	0.50	
3699	2	0	0	0.00	0.00	0.50	
3700	2	0	0	0.00	0.00	0.50	
3701	2	0	0	0.00	0.00	0.50	
3702	2	0	0	0.00	0.00	0.75	
3703	2	0	0	0.00	0.00	0.75	
3704	2	0	0	0.00	0.00	0.75	
3705	2	0	0	0.00	0.00	0.75	
3706	2	0	0	0.00	0.00	0.75	
3707	2	0	0	0.00	0.00	0.75	
3708	2	0	0	0.00	0.00	0.75	
3709	2	0	0	0.00	0.00	0.75	
3710	2	0	0	0.00	0.00	0.75	
3711	2	0	0	0.00	0.00	0.75	
3712	2	0	0	0.00	0.00	1.00	
3713	2	0	0	0.00	0.00	1.00	
3714	2	0	0	0.00	0.00	1.00	
3715	2	0	0	0.00	0.00	1.00	
3716	2	0	0	0.00	0.00	1.00	
3717	2	0	0	0.00	0.00	1.00	
3718	2	0	0	0.00	0.00	1.00	
3719	2	0	0	0.00	0.00	1.00	
3720	2	0	0	0.00	0.00	1.00	
3721	2	0	0	0.00	0.00	1.00	
3722	2	0	0	0.25	0.00	0.00	
3723	0	0	0	0.25	0.00	0.00	
3724	0	0	0	0.25	0.00	0.00	
3725	0	0	0	0.25	0.00	0.00	
3726	0	0	0	0.25	0.00	0.00	
3727	0	0	0	0.25	0.00	0.00	
3728	0	0	0	0.25	0.00	0.00	
3729	0	0	0	0.25	0.00	0.00	
3730	0	0	0	0.25	0.00	0.00	
3731	0	0	0	0.25	0.00	0.00	
3732	0	0	0	0.50	0.00	0.00	
3733	0	0	0	0.50	0.00	0.00	
3734	0	0	0	0.50	0.00	0.00	
3735	0	0	0	0.50	0.00	0.00	
3736	0	0	0	0.50	0.00	0.00	
3737	0	0	0	0.50	0.00	0.00	
3738	0	0	0	0.50	0.00	0.00	
3739	0	0	0	0.50	0.00	0.00	
3740	0	0	0	0.50	0.00	0.00	
3741	0	0	0	0.50	0.00	0.00	
3742	0	0	0	0.75	0.00	0.00	
3743	0	0	0	0.75	0.00	0.00	
3744	0	0	0	0.75	0.00	0.00	
3745	0	0	0	0.75	0.00	0.00	
3746	0	0	0	0.75	0.00	0.00	
3747	0	0	0	0.75	0.00	0.00	
3748	0	0	0	0.75	0.00	0.00	
3749	0	0	0	0.75	0.00	0.00	
3750	0	0	0	0.75	0.00	0.00	
3751	0	0	0	0.75	0.00	0.00	
3752	0	0	0	1.00	0.00	0.00	
3753	0	0	0	1.00	0.00	0.00	
3754	0	0	0	1.00	0.00	0.00	
3755	0	0	0	1.00	0.00	0.00	
3756	0	0	0	1.00	0.00	0.00	
3757	0	0	0	1.00	0.00	0.00	
3758	0	0	0	1.00	0.00	0.00	
3759	0	0	0	1.00	0.00	0.00	
3760	0	0	0	1.00	0.00	0.00	
3761	0	0	0	1.00	0.00	0.00	
3762	0	0	0	0.00	0.25	0.00	
3763	1	0	0	0.00	0.25	0.00	
3764	1	0	0	0.00	0.25	0.00	
3765	1	0	0	0.00	0.25	0.00	
3766	1	0	0	0.00	0.25	0.00	
3767	1	0	0	0.00	0.25	0.00	
3768	1	0	0	0.00	0.25	0.00	
3769	1	0	0	0.00	0.25	0.00	
3770	1	0	0	0.00	0.25	0.00	
3771	1	0	0	0.00	0.25	0.00	
3772	1	0	0	0.00	0.50	0.00	
3773	1	0	0	0.00	0.50	0.00	
3774	1	0	0	0.00	0.50	0.00	
3775	1	0	0	0.00	0.50	0.00	
3776	1	0	0	0.00	0.50	0.00	
3777	1	0	0	0.00	0.50	0.00	
3778	1	0	0	0.00	0.50	0.00	
3779	1	0	0	0.00	0.50	0.00	
3780	1	0	0	0.00	0.50	0.00	
3781	1	0	0	0.00	0.50	0.00	
3782	1	0	0	0.00	0.75	0.00	
3783	1	0	0	0.00	0.75	0.00	
3784	1	0	0	0.00	0.75	0.00	
3785	1	0	0	0.00	0.75	0.00	
3786	1	0	0	0.00	0.75	0.00	
3787	1	0	0	0.00	0.75	0.00	
3788	1	0	0	0.00	0.75	0.00	
3789	1	0	0	0.00	0.75	0.00	
3790	1	0	0	0.00	0.75	0.00	
3791	1	0	0	0.00	0.75	0.00	
3792	1	0	0	0.00	1.00	0.00	
3793	1	0	0	0.00	1.00	0.00	
3794	1	0	0	0.00	1.00	0.00	
3795	1	0	0	0.00	1.00	0.00	
3796	1	0	0	0.00	1.00	0.00	
3797	1	0	0	0.00	1.00	0.00	
3798	1	0	0	0.00	1.00	0.00	
3799	1	0	0	0.00	1.00	0.00	
3800	1	0	0	0.00	1.00	0.00	
3801	1	0	0	0.00	1.00	0.00	
3802	1	0	0	0.00	0.00	0.25	
3803	2	0	0	0.00	0.00	0.25	
3804	2	0	0	0.00	0.00	0.25	
3805	2	0	0	0.00	0.00	0.25	
3806	2	0	0	0.00	0.00	0.25	
3807	2	0	0	0.00	0.00	0.25	
3808	2	0	0	0.00	0.00	0.25	
3809	2	0	0	0.00	0.00	0.25	
3810	2	0	0	0.00	0.00	0.25	
3811	2	0	0	0.00	0.00	0.25	
3812	2	0	0	0.00	0.00	0.50	
3813	2	0	0	0.00	0.00	0.50	
3814	2	0	0	0.00	0.00	0.50	
3815	2	0	0	0.00	0.00	0.50	
3816	2	0	0	0.00	0.00	0.50	
3817	2	0	0	0.00	0.00	0.50	
3818	2	0	0	0.00	0.00	0.50	
3819	2	0	0	0.00	0.00	0.50	
3820	2	0	0	0.00	0.00	0.50	
3821	2	0	0	0.00	0.00	0.50	
3822	2	0	0	0.00	0.00	0.75	
3823	2	0	0	0.00	0.00	0.75	
3824	2	0	0	0.00	0.00	0.75	
3825	2	0	0	0.00	0.00	0.75	
3826	2	0	0	0.00	0.00	0.75	
3827	2	0	0	0.00	0.00	0.75	
3828	2	0	0	0.00	0.00	0.75	
3829	2	0	0	0.00	0.00	0.75	
3830	2	0	0	0.00	0.00	0.75	
3831	2	0	0	0.00	0.00	0.75	
3832	2	0	0	0.00	0.00	1.00	
3833	2	0	0	0.00	0.00	1.00	
3834	2	0	0	0.00	0.00	1.00	
3835	2	0	0	0.00	0.00	1.00	
3836	2	0	0	0.00	0.00	1.00	
3837	2	0	0	0.00	0.00	1.00	
3838	2	0	0	0.00	0.00	1.00	
3839	2	0	0	0.00	0.00	1.00	
3840	2	0	0	0.00	0.00	1.00	
3841	2	0	0	0.00	0.00	1.00	
3842	2	0	0	0.25	0.00	0.00	
3843	0	0	0	0.25	0.00	0.00	
3844	0	0	0	0.25	0.00	0.00	
3845	0	0	0	0.25	0.00	0.00	
3846	0	0	0	0.25	0.00	0.00	
3847	0	0	0	0.25	0.00	0.00	
3848	0	0	0	0.25	0.00	0.00	
3849	0	0	0	0.25	0.00	0.00	
3850	0	0	0	0.25	0.00	0.00	
3851	0	0	0	0.25	0.00	0.00	
3852	0	0	0	0.50	0.00	0.00	
3853	0	0	0	0.50	0.00	0.00	
